"minHBint8","MATS3e","MATS3c","MATS3m","minHBint6","minHBint7","minHBint4","SpMax8_Bhp","MDEC.11","VR2_Dt","BIC5","minHBint3","maxdssC","nT6Ring","minssCH2","khs.aaN","SpMax3_Bhp","SpMin6_Bhi","SpMax3_Bhm","AATSC2m","MDEC.23","MDEC.22","MDEC.24","MATS2e","MATS2c","topoDiameter","ATSC8i","SaasC","minaaCH","SpMax2_Bhp","AATS8p","VE3_Dt","XLogP","SpMax4_Bhp","SpMax4_Bhm","minaaN","JGI10","MATS1i","VR2_Dze","SdO","SdssC","AATS7e","ETA_Epsilon_5","SsssCH","maxHsOH","GATS1s","GATS1e","GATS1c","GATS1m","MATS6c","ETA_BetaP_s","minssNH","nX","nS","AATS6i","nBase","minHBint10","GATS6i","MATS7m","GATS6s","SpMin8_Bhi","ATSC3s","ATSC3p","minHCsats","SdsCH","minssO","SpMin3_Bhi","nT10HeteroRing","AATS5i","BCUTp.1l","BCUTp.1h","BCUTw.1l","GATS3c","GATS3e","GATS3i","MLFER_BH","maxaasC","MATS6v","hmax","khs.aaaC","ETA_AlphaP","ATSC2s","ATSC2i","khs.aasC","nG","naaaC","GATS2s","GATS2m","GATS2e","ATSC1v","ATSC1e","MATS5c","SpMin2_Bhv","BCUTc.1l","BCUTc.1h","naaS","SpMax6_Bhm","AATSC8c","SpMAD_Dzs","GATS5s","MLFER_A","GATS5m","MATS4c","MATS4e","MATS4m","MATS4s","minaaaC","minwHBa","ATSC0p","ATSC0i","VE2_D","nHBint3","nHBint6","nHBint7","nHBint9","MDEN.33","FMF","minssssC","SRW5","nF9Ring","GATS4s","GATS4c","ATSC7s","ATSC7i","VC.4","VC.5","JGI2","JGI3","JGI6","JGI7","JGI4","JGI5","JGI8","JGI9","LipinskiFailures","C2SP3","GATS2p","ETA_Shape_P","MDEN.22","GATS7m","SsOH","khs.dsN","SHBint10","CrippenLogP","MPC10","SpMin1_Bhm","AATS0m","nAtomLAC","ATSC5v","MLFER_S","nsOm","naasN","nsssN","naasC","nHBAcc3","AMR","GATS6c","MATS5s","C1SP2","C1SP3","maxHBint2","maxHBint4","maxHBint5","maxHBint6","ATSC5m","ATSC5i","MATS8m","Kier3","MDEN.23","nHeteroRing","mindssC","AATSC6e","AATSC7c","MATS8e","ATS0m","GGI9","GGI8","GGI3","GGI2","ATSC4i","ATSC4p","SpMax1_Bhs","SpMax1_Bhp","hmin","C3SP2","VR1_Dzs","naaCH","minHBa","ALogp2","nssS","SaaO","SpMax2_Bhs","GATS8c","SpMax2_Bhm","GATS8p","GATS8s","n6HeteroRing","minHBint9","VE2_DzZ","mindO","TopoPSA","MDEO.11","SpMax5_Bhm","C3SP3","VE3_Dzp","nTG12HeteroRing","GATS5c","nF12HeteroRing","topoShape","VE1_Dt","maxHaaCH","nHBAcc","nsCl","WTPT.2","WTPT.3","MDEO.22","Class"
0,-0.091,-0.2298,0.0183,0,0,0,2.8763,0,9.2542,0.7569,0,0,4,0,0,3.7895,1.4323,3.8737,-0.2689,52.0187,36.2397,6.1751,0.2024,0.2527,14,31.1772,7.337,1.7967,3.8241,1.5275,-2.7315,4.192,3.5884,3.6616,0,0.0048,-0.0751,435901.983,49.1486,-1.4626,7.2793,0.7992,0,0,0.5027,0.5365,1.402,0.617,-0.0649,0.641,0,0,0,151.9862,0,0,1.1192,0.2906,0.6012,1.1829,-10.9394,3.2631,0,5.0878,0,1.7735,0,146.1292,4.941,15.4304,11.85,1.0798,0.9256,0.8277,1.124,1.1152,-0.1844,0.7792,2,0.4778,5.781,-8.2846,6,0,0,0.5243,0.7333,0.4347,79.1059,-0.0404,0.0107,2.0038,-0.2755,0.2415,0,3.5513,-3e-04,11.839,0.7099,0.003,1.132,0.123,0.0888,-0.0734,0.167,0,-0.3656,13.4714,86.2895,0,0,0,0,0,0.1,0.5932,-0.7095,3.434,2,0.5731,0.6379,24.6609,-16.9417,0.0313,0.3857,0.0915,0.075,0.0165,0.0167,0.0309,0.015,0.0127,0.0093,0,0,0.9214,0.0716,0,0.8381,0,0,0,4.8722,550,2.0501,105.039,0,-2137.9878,3.25,0,0,2,8,4,162.8813,0.5586,-0.0524,4,0,0,0,0,0,-1439.9212,-40.5329,0.3905,4.5533,0,2,-0.3656,-6e-04,-5e-04,0.0171,6197.3014,0.725,0.8264,5.7778,6.2222,14.7533,0.1687,4.6514,4.1323,0.2471,6,17000164.54,16,1.1527,4.7037,0,0,4.6513,1.0122,3.8796,0.7384,0.6571,0,0,0,12.2871,74.76,0.6507,3.5853,0,-145.7921,0,0.6162,0,1,0.4964,0.5618,6,0,2.0988,17.0231,0,"NoChanger"
0,0.0972,0.116,0.0619,0,0,0,2.9709,0,16.9523,0.7864,0,0.8852,5,0,0,3.8132,1.2263,3.8402,-1.6937,44.7998,0,0,0.078,-0.2079,17,-12.789,9.9937,1.7684,4.0752,1.6226,-13.9358,5.954,3.5737,3.5513,0,0.0032,0.2154,16.8501,13.0836,1.3676,7.4424,0.7392,0,0,0.5887,0.59,1.174,0.6881,-0.1192,0.6118,2.7586,0,0,157.2112,0,0,0.8341,0.1023,1.4209,1.0039,10.8202,-1.8376,0,0,0,1.8494,0,157.2355,5.2969,10.9782,11.85,0.868,0.8753,1.168,1.229,1.1722,-0.0069,0.6419,4,0.4851,-2.3526,-15.0292,6,0,0,0.6523,0.8344,0.6393,232.918,0.295,-0.0011,2.0038,-0.2732,0.2506,0,3.3769,0,11.0521,1.2023,0.003,1.149,0.0257,-0.1022,-0.0607,-0.0303,0,-0.285,13.5948,94.1263,0,0,0,0,0,0,0.6167,0,3.0445,4,1.0995,1.1618,3.7099,38.5859,0,0.2066,0.0705,0.0593,0.0156,0.0083,0.0187,0.0196,0.0078,0.0072,1,0,0.9544,0.0181,1.8257,0.9266,0,2,0,6.5549,286,2.0236,97.0637,0,-844.8259,3.776,0,0,0,10,4,167.0735,1.4659,-0.0519,1,0,6.9819,0,5.8916,0,-634.3788,-6.1291,-0.0179,5.3592,0,0,-0.285,-0.0016,2e-04,-0.0575,5823.8216,0.3238,0.388,3.9722,4.4444,-51.1368,-4.3087,4.5484,4.0759,-0.0146,9,1112.9665,20,2.7586,12.5557,0,0,4.075,0.9936,4.0806,1.0278,1.625,0,0,4e-04,13.0836,65.85,0,3.5513,0,-16.7256,0,1.408,0,0.8889,0.0255,0.6072,5,0,2.1192,15.0845,0,"NoChanger"
0,-0.045,-0.0423,-0.0337,0.1731,4.9166,0.4351,2.9642,0,9.5958,0.9142,0.4526,0,5,0.316,0,3.8122,1.3286,3.9069,0.06,49.4774,24.7795,0,0.1279,0.1425,19,2.5447,5.1979,1.3859,3.8465,1.456,-8.148,1.844,3.8035,3.8198,0,0.007,-0.0607,14.1576,41.84,-1.182,7.8086,0.8089,-1.1841,0,0.5021,0.6047,1.5207,0.5929,0.1706,0.657,2.8933,2,0,158.1984,0,0,0.8765,-0.0153,1.1121,1.1,-13.1658,-3.0378,0.6408,0,0,1.8534,0,157.0036,4.0012,12.9624,11.9882,1.1123,0.9145,1.06,1.88,1.2143,0.0122,0.984,2,0.4791,7.5608,-13.605,8,1,2,0.5239,0.704,0.5331,135.7166,-0.2597,-0.1388,1.9807,-0.3247,0.2904,0,3.3775,-0.001,13.8308,1.117,0.742,0.903,0.0087,-0.06,-0.0509,-0.0142,0.9739,-0.4474,16.781,128.2202,0.0115,1,5,1,3,0.5,0.5507,0,3.0445,3,1.0479,1.2284,-40.7429,28.5984,0,0.2577,0.0679,0.0546,0.0187,0.0134,0.0351,0.0288,0.0096,0.0073,0,4,0.9448,0.0971,0.1111,1.0855,0,0,0,5.6971,644,1.9977,117.4163,2,-6.8046,3.885,0,0,2,8,4,177.2441,1.1039,-0.0577,2,1,4.9572,0.4351,3.8486,5.3072,-124.3604,-16.8795,-0.0803,6.213,0.9183,3,-0.4474,0.0062,-2e-04,-0.1455,8101.7278,0.4556,0.6619,4.3125,4.8889,-19.5604,-2.1356,4.8823,4.0539,-0.1343,5,701.9285,16,0.6436,5.5564,0,0,4.7425,1.1193,3.9519,0.9661,1.3143,1,0.7781,0.0124,13.3669,85.51,0.5724,3.6825,0,-2.4158,2,1.4922,1,0.9,0.1503,0.5994,7,1,2.0899,26.2881,0,"NoChanger"
3.4049,-0.1041,-0.1571,-0.0229,3.3645,3.3638,3.3638,2.89,0.2,28.4529,0.8216,0,0,8,0,0,3.8574,1.2598,3.9031,6.7024,23.4488,0.9283,0,0.0077,0.0303,9,-56.5745,-1.7229,0.9824,3.9221,1.1767,-134.5772,2.184,3.5637,3.6001,0,0,0.3132,14.2057,27.8092,-1.3226,8.0718,0.7849,0,0.3424,0.8823,0.9022,1.2046,0.6948,0.0802,0.6447,0,0,0,148.0403,0,0,1.2445,-0.0232,0.8081,0.9439,-50.5569,1.6959,0,0,0,1.8774,0,146.0537,5.9112,13.615,11.9961,0.8788,0.8385,0.8532,1.188,0.6053,-0.2356,0.7221,10,0.4649,8.5597,26.2859,12,0,10,0.5305,0.4139,0.5422,538.9681,-1.268,-0.1557,1.9831,-0.3856,0.2006,0,3.3149,-0.0057,6.6656,1.1329,1.589,0.9963,0.2122,0.1901,0.2112,0.2002,0.0211,-0.6613,12.3379,73.3023,0,0,6,6,16,0,0.5185,0,0,0,0.6531,0.5957,-2.9794,-57.0792,0,0.4544,0.0585,0.0475,0.0285,0.0207,0.0546,0.0308,0.0202,0.005,1,0,0.6777,0.2076,0,1.1261,65.9484,0,0,5.9975,1986,2.3404,118.369,0,-1083.1676,3.721,0,0,0,12,8,145.9494,0.8242,-0.1693,0,2,0,4.7605,3.421,4.2968,-1159.3869,-19.2253,-0.3472,2.9501,0,0,-0.6613,0.0087,7e-04,-0.2314,6391.9247,0.125,0.9695,4.75,4.4444,6.5439,1.4909,4.8027,4.3268,-0.0713,16,530.3018,4,10.8853,0.1086,0,0,4.7854,1.5113,3.9382,1.3208,1.6037,0,3.3645,5e-04,13.9046,155.52,4.187,3.3347,0,-7.1312,0,1.0356,0,0.8,0,0.7221,2,0,2.1148,20.7804,0,"NoChanger"
0,-0.0301,-0.0986,-7e-04,0,0,0,3.0714,0.2,16.0798,0.8755,0,0.929,4,0.5986,1,3.8722,1.3577,3.915,3.7486,44.591,20.0135,0,0.218,0.0703,17,-20.2346,8.0268,1.5028,3.9074,1.6795,-4.3749,4.287,3.8161,3.837,5.0559,0.0065,0.0356,15.4016,37.8087,0.2565,7.6852,0.8212,-0.2236,0,0.4959,0.4248,1.3647,0.6436,-0.1629,0.6421,0,0,1,156.0067,0,0,1.0168,0.1001,0.9376,1.1712,3.1015,-4.7769,0.7489,0,0,1.8539,0,157.342,3.8696,12.4181,11.89,1.1468,0.8098,1.1617,1.416,1.1372,-0.0415,0.8953,2,0.4811,30.6688,-18.5774,9,0,0,0.4517,0.7379,0.466,86.2716,0.8977,0.0405,1.9902,-0.2748,0.2471,1,3.5118,-3e-04,12.656,1.0588,0.003,1.2036,0.0757,-0.0517,0.0179,0.0537,0,-0.3362,18.1181,112.6158,0.0033,0,0,0,0,0.4006,0.5362,0,3.434,1,0.9039,1.1022,17.5952,50.0238,0,0.2571,0.0781,0.0532,0.0151,0.0127,0.0371,0.0234,0.0087,0.008,0,2,0.9608,0.1102,0.3333,1.0685,0,1,0,7.024,451,2.0061,115.4069,0,282.7031,3.456,1,0,2,11,7,181.1465,1.1801,-0.0876,3,2,0,0,0,0,-588.2013,23.681,-0.012,6.56,1.5503,3,-0.3362,-0.0081,8e-04,0.101,7963.0776,0.5019,0.6236,4.1458,5.7778,-36.7486,-0.7765,4.8531,4.0014,-0.1594,7,1689.1515,16,-1.8213,20.6825,0,0,4.6914,0.8711,3.9784,1.3729,0.7348,0,0,0.0025,11.5974,137.25,0.6976,3.7416,0,-9.3354,0,1.128,0,0.8889,0.37,0.6104,6,0,2.08,29.7113,0,"NoChanger"
0,0.055,-0.188,0.073,0,0,-1.0388,3.0925,0,55.6059,0.8661,0,0.4667,7,0,0,4.0029,1.6695,4.0717,1.3066,65.0939,0,0,0.1842,0.1034,15,34.4857,1.8859,1.9741,4.1156,1.5617,-18.0263,6.767,3.6667,3.6477,0,0.0063,0.0883,31.856,14.1613,0.8426,7.6726,0.7399,-0.6571,0,0.5309,0.6743,1.3269,0.6604,0.2091,0.6193,0,0,1,148.9596,0,0,1.1612,-0.1201,0.9512,1.1325,-4.7074,-0.2536,0,2.0341,0,1.8664,0,147.155,5.3269,14.3408,11.9932,1.0006,0.7061,0.9455,1.679,0.9983,-0.029,1.0179,8,0.4947,-2.6105,1.8748,2,0,8,0.4676,0.7562,0.4266,262.8857,-0.1231,-0.2934,2.1778,-0.3158,0.271,0,3.6471,-0.0017,15.1642,1.0377,0.18,0.9832,0.1831,0.1604,0.0187,0.0196,0.9689,0.1363,16.9883,103.529,0.0036,0,0,0,0,0,0.5758,0,2.3979,1,0.8857,0.8193,-11.5143,-51.3956,0,0,0.0673,0.0463,0.0149,0.0137,0.0455,0.024,0.0124,0.0073,1,0,0.8584,0.0704,0,1.4061,0,0,0,8.2998,659,2.1978,114.7422,0,122.8417,5.707,0,0,0,2,4,180.5004,1.0114,0.0157,3,0,0,6.2687,0,0,396.0044,-27.1766,-0.29,5.3749,0,2,0.1363,0.0075,0.0012,-0.3923,7572.9858,0.4391,0.8537,4.1667,5.1111,5.9804,-1.4574,4.6424,4.1634,-0.1135,12,784.294,18,-2.3467,21.0534,1,0,4.466,1.7903,4.1092,1.1375,1.9261,1,0,7e-04,14.1613,115.97,0,3.6477,1,-11.4019,0,1.3092,0,0.875,0.0166,0.4933,5,0,2.1144,16.9449,0,"NoChanger"
5.3849,-0.0663,-0.1201,-0.0372,1.198,0,2.6401,2.9365,0.3333,10.633,0.9046,0,0.362,5,0,1,3.8213,1.2748,3.8198,3.1811,36.9243,18.3152,0,0.2175,0.1646,17,0.8102,6.795,1.8612,3.8919,1.4435,-18.5344,3.201,3.7682,3.775,4.6471,0.0059,-0.0388,10.2238,13.4434,0.3332,7.7166,0.7598,0,0,0.673,0.8014,1.5525,0.7203,0.2241,0.6419,2.9908,0,0,151.8202,0,2.45,0.9612,-0.2176,1.5888,1.0118,-0.6268,-5.0251,0,1.8203,6.1164,1.8455,1,159.2333,5.7475,11.1206,11.9882,1.2968,1.1659,1.2662,1.78,1.1228,-0.0171,0.6433,4,0.4802,9.0799,-16.0617,6,0,2,0.5769,0.7436,0.6552,126.0727,-0.1328,-0.1104,2.0001,-0.2903,0.2397,0,3.2685,0.0012,10.6754,1.3548,0.325,0.8875,0.09,0.0729,-0.1319,0.0526,0.9121,-0.2963,14.0227,95.6036,0.0068,0,2,0,0,0,0.5574,0,2.3979,1,1.1755,1.3061,-19.1127,-11.3054,0,0.1893,0.0741,0.038,0.0134,0.0136,0.0446,0.025,0.0092,0.0067,0,0,0.9778,0.0751,1.0837,1.1747,0,1,2.45,6.8923,259,2.015,94.972,0,1520.336,3.839,0,0,0,8,4,159.3729,1.0822,-0.0117,3,2,5.8027,2.6401,0,1.4377,702.8811,36.8264,-0.1229,6.1892,0,2,-0.2963,-0.0044,-0.0022,-0.0274,5793.2935,0.2878,0.451,2.3542,4.4444,1.2465,-2.9643,4.5598,4.0121,-0.2171,5,412.7298,15,2.9908,9.6665,0,0,4.1405,0.8704,3.9417,1.0263,1.4821,1,0,0.0043,13.4434,79.37,0,3.5071,0,-12.9908,0,1.3949,0,0.8889,0.0067,0.5763,5,0,2.0898,18.3842,0,"NoChanger"
0,0.0163,-0.1166,-0.0679,0,0.3059,2.7206,2.9408,1.2292,9.8925,0.8696,0,1.1021,6,0.48,1,3.785,1.3409,3.8357,7.3939,35.8792,14.4906,2.6445,0.2319,0.2015,17,-62.2383,4.206,1.8109,3.8479,1.282,-5.1932,3.269,3.7063,3.7196,4.4756,0.0079,-0.1989,16.1022,39.081,1.1528,7.5032,0.8085,-0.3524,0,0.5497,0.7085,1.6218,0.7237,-0.0316,0.6786,3.6765,0,0,154.0986,0,0.2075,1.1038,0.015,0.791,1.0468,-6.2366,-9.787,0.4183,0,6.198,1.7557,2,156.3587,5.0221,12.7467,11.9883,1.2503,0.8897,1.289,2.471,1.1109,-0.1692,0.9074,2,0.4722,15.5965,71.8955,7,0,2,0.5066,0.6673,0.5897,15.0022,-0.1419,-0.0197,1.9647,-0.3317,0.3604,0,3.3991,-0.0014,11.5239,1.2097,0.197,1.162,0.0517,0.0604,0.0774,0.0697,1.1374,-0.4583,16.6543,112.978,0.005,0,0,1,1,1.1447,0.4658,-0.1445,2.3979,1,1.1236,1.0245,9.1133,23.4391,0.25,0.3291,0.077,0.0578,0.0212,0.0142,0.0519,0.0272,0.011,0.0089,0,3,0.7296,0.1765,0.1429,0.9775,0,0,2.7348,7.7044,538,2.1523,93.1105,0,-1031.9689,3.319,0,1,2,7,6,168.7322,0.8895,-0.1074,2,2,0,2.7206,1.2209,0,-1495.1283,34.5556,-0.1085,5.3498,1.2909,3,-0.4583,-0.0018,9e-04,-0.063,6797.0662,0.4641,0.614,4.9167,5.7778,36.4378,5.9687,4.743,4.0653,-0.2808,6,430.3571,10,1.0536,6.1197,0,0,4.6769,0.9191,3.9993,1.1713,0.8243,2,0.2621,0.0026,12.441,96.77,0.3511,3.4699,0,-2.7625,3,1.1369,0,0.8889,0.2904,0.583,8,0,2.0817,26.9839,0,"NoChanger"
6.2553,-0.0494,-0.1725,0.0943,0.5132,0,6.3452,3.1111,0,8.2113,0.8969,0,0,8,0,4,3.9203,1.4068,3.9481,0.4306,47.975,18.0376,0,0.2043,0.1733,14,1.3824,1.1336,1.5484,4.0547,1.5613,-9.6258,2.685,3.4573,3.5729,0,0.0066,-0.0564,12.6189,54.2353,-0.9096,7.7536,0.7992,0,0,0.4948,0.5867,1.4233,0.5746,0.1798,0.6711,0,0,0,155.4979,0,0,0.8363,0.0629,1.4084,1.1683,-4.3077,-1.3278,0,0,0,1.9411,6,153.0786,5.4265,11.985,11.85,1.1485,0.8698,1.1084,1.703,0.426,-0.0045,0.6756,9,0.4746,2.0037,0.6344,3,0,9,0.5244,0.6596,0.4313,106.7846,-0.1789,-0.1121,2.1368,-0.2753,0.2477,0,3.3733,0.0029,9.0298,1.4326,0.605,1.1627,0.1717,0.0114,-0.0261,0.0406,0.2748,-0.4548,11.742,82.4032,0.0019,0,1,0,0,0.25,0.6296,0,0,0,1.0507,1.0198,-21.4609,-15.4708,0,0.2858,0.073,0.05,0.0169,0.0134,0.0498,0.0249,0.0107,0.0089,0,0,0.859,0.0739,0,0.9435,0,0,0,4.9857,752,2.2747,112.9797,0,-869.8937,4.322,0,0,1,3,4,148.3432,0.9377,-0.1457,5,0,6.0457,6.3452,0,0.5132,-769.5951,-29.8709,0.1012,3.8179,0.5774,3,-0.4548,-3e-04,-0.0051,0.3681,6100.9049,0.4438,0.5991,4.25,5.1111,-11.1289,-2.9961,4.7549,4.2097,-0.0219,9,599.0169,15,1.1177,2.5741,0,0,4.6787,0.8779,4.0794,0.9795,0.8797,3,0,0.0064,13.1675,91.72,0.8832,3.5135,0,-5.5489,7,1.3352,2,1,0.0794,0.6756,5,0,2.1348,20.8069,0,"NoChanger"
0,-0.0549,0.002,0.0511,0,0,0,2.921,0,7.8718,0.9045,0,0.8478,6,0.5429,1,3.849,1.3815,3.88,0.0465,51.4783,27.8079,0,0.1692,-0.0123,16,0.5975,4.8571,1.5036,3.9043,1.5204,-2.6974,2.911,3.7566,3.777,4.8293,0.0064,0.0457,10.8602,25.3425,0.7484,7.5824,0.8049,-0.2325,0,0.4743,0.3999,1.2873,0.6039,-0.0958,0.6585,0,0,0,153.9149,0,0,0.9184,-0.0336,0.9795,1.0733,8.6324,-0.4675,0.7864,0,0,1.8475,2,153.8102,3.8563,11.9584,11.9883,1.0468,0.811,1.1062,1.564,0.9276,-0.0415,0.8978,6,0.4756,24.1666,-28.0086,5,0,4,0.4284,0.7423,0.5127,86.3167,0.9197,0.0117,1.9925,-0.3483,0.319,0,3.3831,-1e-04,11.5906,0.8577,0.003,1.025,-0.0011,-0.129,-0.0598,-0.0449,0.7772,-0.0994,13.6748,100.1915,0.0014,0,0,0,0,0.3832,0.5968,0,3.0445,2,0.9747,1.207,-0.4405,6.5674,0,0.2522,0.0679,0.0439,0.0136,0.0104,0.0389,0.024,0.0095,0.0074,0,2,0.974,0.0513,0.1429,1.0168,0,1,0,8.1281,780,2.166,105.3377,0,-283.4624,3.73,1,1,1,7,6,169.4289,0.9969,-0.0466,2,0,0,0,0,0,-464.2131,7.0587,0.006,4.952,1.3399,3,-0.0994,-0.003,5e-04,0.0687,6530.9376,0.4372,0.618,3.5139,4.8889,-6.6095,-0.1537,4.8448,4.1551,-0.1519,6,535.8124,18,1.7031,12.5344,0,0,4.6271,0.7808,3.9575,1.0717,0.684,1,0,0.0048,11.5498,93.63,0.4307,3.5619,0,-5.0013,7,1.0807,1,1,0.5179,0.6133,5,0,2.124,24.1813,0,"NoChanger"
5.9882,-0.0566,-0.2483,0.0975,0,0,0.1188,3.0227,0,121960.3403,0.7519,0,0,7,0,3,3.6988,1.1172,3.9383,1.0446,39.853,13.4217,0,0.19,0.2211,18,-5.8643,4.2043,1.6304,3.9839,1.5732,-139.5868,0.767,3.6784,3.6742,4.4344,0.0054,-0.0295,121959.9093,53.0987,-0.9829,7.9898,0.8152,0,0,0.5355,0.6237,1.4651,0.5216,-0.0021,0.6646,3.1019,1,0,156.2458,0,0,1.2414,1e-04,1.0344,1.0797,-5.3296,-1.2344,0,0,0,1.724,0,157.3951,5.6532,11.2038,11.9883,1.2139,0.8758,1.1013,3.632,0.5248,-0.1058,0.6684,0,0.4768,-3.3775,33.3525,13,0,0,0.5945,0.5922,0.4647,125.8388,-0.334,-0.0356,2.0709,-0.3663,0.2735,0,3.3307,-3e-04,10.986,1.5883,-0.183,1.1847,0.2005,0.021,0.0602,-0.0563,0,-0.2659,12.615,92.2753,0,0,0,0,2,0,0.6316,0,0,0,1.3418,1.0364,18.4435,-24.0911,0,0.2277,0.0667,0.0594,0.0141,0.0115,0.0467,0.0236,0.0094,0.0079,0,0,0.911,0.1048,4.0613,1.2462,0,0,0,6.9654,405,2.0628,135.9649,0,-523.0251,6.161,0,0,0,13,9,163.2372,1.1087,-0.0884,0,0,0,5.9882,5.8657,0,-1350.6092,-4.5922,0.2292,5.5517,0,1,-0.2659,-0.0084,-0.0015,0.1566,7749.9995,0.3963,0.5261,4.8125,4.6667,-27.4267,-5.1708,4.6844,3.9873,0.0435,8,14489.4079,14,0.2661,1.6479,0,0,4.6843,1.148,4.0165,0.9655,0.6782,1,5.8657,0,13.1375,131.01,0.6353,3.6677,0,-139.3834,0,1.2976,0,1,0,0.6105,9,1,2.0968,28.6997,0,"NoChanger"
0,-0.0729,-0.0402,-0.0614,0,0,0,2.7446,0,9.1671,0.89,0,0.4824,6,0.3886,0,3.791,1.1713,3.7981,2.4197,36.4379,16.5751,0,0.149,0.1151,16,27.8099,5.9653,1.7414,3.8413,1.3594,-6.2701,3.47,3.4927,3.5461,0,0.007,-0.1109,16.2351,25.3832,-0.2394,7.8503,0.8283,0,0,0.5649,0.7293,1.4834,0.6381,0.2282,0.6591,0,0,0,156.7642,0,0,0.8027,-0.1568,1.4974,0.8251,-5.8001,-4.6233,0,3.0983,5.512,1.8192,3,155.2875,4.851,11.7383,11.9884,0.9727,0.9386,1.1504,1.729,1.1735,0.1028,0.8525,0,0.4717,18.1849,17.2703,8,0,0,0.4975,0.7472,0.7615,19.3023,-0.1357,-0.2112,1.9813,-0.3302,0.3692,0,3.1977,0.0023,10.2539,1.0846,0.003,0.8531,0.0548,-0.0205,-0.0554,-0.0348,0,-0.5362,12.164,74.3314,0.0032,0,0,0,0,0,0.5769,0,0,0,0.8666,1.0003,-18.1047,-26.8461,0,0.1642,0.0754,0.0318,0.0169,0.0127,0.0456,0.0281,0.0106,0.0081,0,0,0.8423,0.075,0,1.0487,0,0,0,4.2267,395,2.0391,103.6629,0,611.0813,4.286,0,0,1,8,6,134.9684,1.0729,0.0096,2,2,0,0,0,0,738.956,-14.2023,-0.0099,4.6146,0,3,-0.5362,0.0169,-0.0028,0.0533,5390.4725,0.2763,0.4467,1.9375,4.2222,-11.1301,-2.1173,4.6604,3.9519,-0.1548,6,670.6989,10,2.0677,5.8288,0,0,4.6336,0.9467,3.8799,0.8536,1.2112,3,0,0.0036,12.5735,65.07,0.1667,3.3312,0,-3.8232,1,1.3851,0,1,0.1496,0.605,3,0,2.1065,18.1142,0.52,"NoChanger"
0,-0.0839,-0.0213,-0.0668,0,0,0,3.0507,0,16.3204,0.7784,0,0,8,1.059,2,3.6819,1.49,3.7332,-1.0419,39.6365,0,0,-0.2382,-0.2423,23,-31.8072,2.6355,1.9677,4.0733,1.1572,-144.129,4.01,3.6709,3.7101,4.6853,0.0037,-0.2327,11.5238,0,0,7.3219,0.7571,0,0,0.7494,0.9426,1.261,0.8042,-0.0074,0.6786,0,0,0,161.9914,2,0,0.9685,-0.134,1.2021,1.0981,1.9223,2.6291,0.5134,0,0,1.7193,2,161.6327,7.0912,11.0093,11.85,1.2532,1.2946,0.8821,2.989,1.3177,-0.0349,0.5705,8,0.4857,0.4557,23.0243,2,0,8,0.928,1.0018,1.708,9.8469,0.1734,0.0165,2.1636,-0.3001,0.1171,0,3.4951,-2e-04,16.3892,0.842,0.003,0.9062,0.0622,0.0859,-0.0831,0.0307,1.0842,1.0842,18.1415,122.9392,0,0,0,0,0,1.3218,0.5385,0,0,0,0.8177,0.6782,-7.0095,-22.8093,0,0.1946,0.0667,0.025,0.0145,0.0084,0.0419,0.0204,0.0074,0.0072,0,0,0.8509,0,0.0588,1.1327,0,0,0,7.493,380,2.1588,82.1444,2,1083.3808,3.929,0,0,4,2,6,186.4768,1.2584,0.0858,2,10,0,0,0,0,821.9259,-9.5125,9e-04,6.3667,1.0299,4,0,-0.0023,-1e-04,0.0045,6407.263,0.2675,0.2943,1.875,4.6667,-60.0197,-8.8226,4.1552,4.0734,-0.1931,6,462.0516,16,2.5519,3.3823,0,0,4.1551,0.8984,4.0895,1.0447,0.8252,4,0,0,0,38.74,0,3.5885,0,-26.9177,2,0.9684,0,0.9167,0,0.553,6,0,2.1336,20.3083,0,"NoChanger"
